           4
   0.0000000000000000E+00   0.0000000000000000E+00
   0.1727233711018889E-76   0.1727233711018889E-76   0.1727233711018889E-76   0.1727233711018889E-76
   0.2174028985398190-313   0.0000000000000000E+00  -0.1581010066691989-321  -0.0000000000000000E+00
   0.0000000000000000E+00   0.2121995790965272-313  -0.0000000000000000E+00  -0.0000000000000000E+00
   0.0000000000000000E+00   0.1264808053353591-320  -0.2800688761788728E+00  -0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
   0.0000000000000000E+00   0.0000000000000000E+00
